dt,name,code,score
2019.10.25,만도,'204320,4
2019.10.25,SK하이닉스,'000660,4
2019.10.25,삼성전기,'009150,4
2019.10.25,LG생활건강,'051900,4
2019.10.25,KB금융,'105560,4
2019.10.25,삼성에스디에스,'018260,4
2019.10.25,POSCO,'005490,4
2019.10.25,SK하이닉스,'000660,4
2019.10.25,현대차,'005380,4
2019.10.25,삼성전기,'009150,4
2019.10.25,현대차,'005380,4
2019.10.25,기아차,'000270,4
2019.10.25,삼성전기,'009150,4
2019.10.25,현대모비스,'012330,4
2019.10.25,만도,'204320,4
2019.10.25,LG생활건강,'051900,4
2019.10.25,현대상사,'011760,4
2019.10.25,현대차,'005380,4
2019.10.25,KB금융,'105560,4
2019.10.25,기아차,'000270,4
2019.10.25,현대모비스,'012330,4
2019.10.25,오션브릿지,'241790,4
2019.10.30,한미약품,'128940,4
2019.10.30,삼성엔지니어링,'028050,4
2019.10.30,한미약품,'128940,4
2019.10.30,현대제철,'004020,4
2019.10.30,리노공업,'058470,4
2019.10.30,LG이노텍,'011070,4
2019.10.30,삼성SDI,'006400,4
2019.10.30,우리금융지주,'316140,4
2019.10.30,삼성엔지니어링,'028050,4
2019.10.30,현대제철,'004020,4
2019.10.30,LG이노텍,'011070,4
2019.10.30,삼성SDI,'006400,4
2019.10.29,고려아연,'010130,4
2019.10.29,한국조선해양,'009540,4
2019.10.29,한올바이오파마,'009420,4
2019.10.29,코스맥스,'192820,4
2019.10.29,GS건설,'006360,4
2019.10.29,고려아연,'010130,4
2019.10.29,한올바이오파마,'009420,4
2019.10.29,GS건설,'006360,4
2019.10.29,한올바이오파마,'009420,4
2019.10.29,GS건설,'006360,4
2019.10.29,이녹스첨단소재,'272290,4
2019.10.29,고려아연,'010130,4
2019.10.29,SKC코오롱PI,'178920,4
2019.10.29,LS산전,'010120,4
2019.10.29,고려아연,'010130,4
2019.10.29,GS건설,'006360,4
2019.10.31,아모레G,'002790,4
2019.10.31,아모레G,'002790,4
2019.10.31,녹십자,'006280,4
2019.10.31,LG전자,'066570,4
2019.10.31,HSD엔진,'082740,4
2019.10.31,풍산,'103140,4
2019.10.31,아모레퍼시픽,'090430,4
2019.10.31,아모레퍼시픽,'090430,4
2019.10.31,녹십자,'006280,4
2019.10.31,효성첨단소재,'298050,4
2019.10.31,효성티앤씨,'298020,4
2019.10.31,LG전자,'066570,4
2019.10.31,LG전자,'066570,4
2019.10.31,SK머티리얼즈,'036490,4
2019.10.31,효성첨단소재,'298050,4
2019.10.31,효성티앤씨,'298020,4
2019.10.31,대한유화,'006650,4
2019.10.31,녹십자,'006280,4
2019.10.31,동아에스티,'170900,4
2019.10.30,우리금융지주,'316140,4
2019.10.30,삼성엔지니어링,'028050,4
2019.10.30,웅진코웨이,'021240,4
2019.10.30,한미약품,'128940,4
2019.10.30,LG이노텍,'011070,4
2019.11.01,NAVER,'035420,4
2019.11.01,JB금융지주,'175330,4
2019.11.01,BNK금융지주,'138930,4
2019.11.01,DGB금융지주,'139130,4
2019.11.01,대림산업,'000210,4
2019.11.01,대우건설,'047040,4
2019.11.01,삼성전자,'005930,4
2019.11.01,유한양행,'000100,4
2019.11.01,SK텔레콤,'017670,4
2019.11.01,대우건설,'047040,4
2019.11.01,DGB금융지주,'139130,4
2019.11.01,유한양행,'000100,4
2019.11.01,JB금융지주,'175330,4
2019.11.01,롯데관광개발,'032350,4
2019.11.01,NAVER,'035420,4
2019.11.01,세아베스틸,'001430,4
2019.11.01,삼성전자,'005930,4
2019.11.01,SK텔레콤,'017670,4
2019.11.01,두산솔루스,'336370,4
2019.11.01,맥쿼리인프라,'088980,4
2019.11.01,대우건설,'047040,4
2019.11.01,SK텔레콤,'017670,4
2019.11.01,SK이노베이션,'096770,4
2019.11.01,삼성전자,'005930,4
2019.11.01,서울반도체,'046890,4
2019.10.31,동아에스티,'170900,4
2019.10.31,LG전자,'066570,4
2019.10.31,아모레퍼시픽,'090430,4
2019.11.06,아이마켓코리아,'122900,4
2019.11.06,펌텍코리아,'251970,4
2019.11.06,KG이니시스,'035600,4
2019.11.06,HDC,'012630,4
2019.11.06,종근당,'185750,4
2019.11.06,한국타이어앤테크놀로지,'161390,4
2019.11.06,케이엠더블유,'032500,4
2019.11.06,원익IPS,'240810,4
2019.11.05,한국타이어앤테크놀로지,'161390,4
2019.11.05,메리츠종금증권,'008560,4
2019.11.05,한국타이어앤테크놀로지,'161390,4
2019.11.05,대신증권,'003540,4
2019.11.05,종근당,'185750,4
2019.11.05,한국타이어앤테크놀로지,'161390,4
2019.11.05,비에이치,'090460,4
2019.11.05,케이엠더블유,'032500,4
2019.11.05,파라다이스,'034230,4
2019.11.05,대신증권우,'003545,4
2019.11.05,연우,'115960,4
2019.11.05,한라,'014790,4
2019.11.05,금호산업,'002990,4
2019.11.12,한화에어로스페이스,'012450,4
2019.11.11,KT,'030200,4
2019.11.11,KT,'030200,4
2019.11.11,네오팜,'092730,4
2019.11.11,GKL,'114090,4
2019.11.11,펄어비스,'263750,4
2019.11.11,컴투스,'078340,4
2019.11.11,CJ헬로,'037560,4
2019.11.11,KT,'030200,4
2019.11.11,한섬,'020000,4
2019.11.11,제넥신,'095700,4
2019.11.11,GKL,'114090,4
2019.11.11,제이콘텐트리,'036420,4
2019.11.11,강원랜드,'035250,4
2019.11.11,지역난방공사,'071320,4
2019.11.11,삼성카드,'029780,4
2019.11.07,웅진코웨이,'021240,4
2019.11.07,쿠쿠홈시스,'284740,4
2019.11.07,한온시스템,'018880,4
2019.11.07,셀트리온,'068270,4
2019.11.07,엔씨소프트,'036570,4
2019.11.07,한온시스템,'018880,4
2019.11.07,지엔씨에너지,'119850,4
2019.11.07,한온시스템,'018880,4
2019.11.07,CJ프레시웨이,'051500,4
2019.11.07,셀트리온,'068270,4
2019.11.07,한온시스템,'018880,4
2019.11.07,유니테스트,'086390,4
2019.11.07,위메이드,'112040,4
2019.11.07,심텍,'222800,4
2019.11.14,한화생명,'088350,4
2019.11.14,애경산업,'018250,4
2019.11.14,와이지엔터테인먼트,'122870,4
2019.11.14,신세계인터내셔날,'031430,4
2019.11.14,코스맥스,'192820,4
2019.11.14,화승엔터프라이즈,'241590,4
2019.11.14,한화케미칼,'009830,4
2019.11.14,실리콘웍스,'108320,4
2019.11.14,힘스,'238490,4
2019.11.14,한국전력,'015760,4
2019.11.14,리노공업,'058470,4
2019.11.14,유니테스트,'086390,4
2019.11.14,다나와,'119860,4
2019.11.14,한국전력,'015760,4
2019.11.14,한화케미칼,'009830,4
2019.11.12,와이지엔터테인먼트,'122870,4
2019.11.12,CJ제일제당,'097950,4
2019.11.12,CJ제일제당,'097950,4
2019.11.12,스튜디오드래곤,'253450,4
2019.11.12,카페24,'042000,4
2019.11.12,휠라코리아,'081660,4
2019.11.12,AP시스템,'265520,4
2019.11.12,CJ제일제당,'097950,4
2019.11.12,덕산네오룩스,'213420,4
2019.11.12,CJ제일제당,'097950,4
2019.11.12,삼성카드,'029780,4
2019.11.18,DB하이텍,'000990,4
2019.11.18,유바이오로직스,'206650,4
2019.11.18,금화피에스시,'036190,4
2019.11.18,코렌,'078650,4
2019.11.18,평화정공,'043370,4
2019.11.18,새론오토모티브,'075180,4
2019.11.18,HDC현대산업개발,'294870,4
2019.11.18,SK하이닉스,'000660,4
2019.11.15,이마트,'139480,4
2019.11.15,넥센타이어,'002350,4
2019.11.15,신한지주,'055550,4
2019.11.15,엔씨소프트,'036570,4
2019.11.15,영원무역,'111770,4
2019.11.15,한세실업,'105630,4
2019.11.15,DB하이텍,'000990,4
2019.11.15,셀트리온헬스케어,'091990,4
2019.11.15,메디톡스,'086900,4
2019.11.15,씨젠,'096530,4
2019.11.15,일진머티리얼즈,'020150,4
2019.11.15,LF,'093050,4
2019.11.15,농심,'004370,4
2019.11.15,에스에프에이,'056190,4
2019.11.15,엔씨소프트,'036570,4
2019.11.15,매일유업,'267980,4
2019.11.15,삼양식품,'003230,4
2019.11.15,에스에프에이,'056190,4
2019.11.15,하이트진로,'000080,4
2019.11.14,켐트로닉스,'089010,4
2019.11.14,연우,'115960,4
2019.11.14,코스맥스,'192820,4
2019.11.21,에스엠,'041510,4
2019.11.21,JYP Ent.,'035900,4
2019.11.21,한국콜마,'161890,4
2019.11.21,NAVER,'035420,4
2019.11.21,일진머티리얼즈,'020150,4
2019.11.21,매일유업,'267980,4
2019.11.21,RFHIC,'218410,4
2019.11.21,삼천리,'004690,4
2019.11.21,HSD엔진,'082740,4
2019.11.20,삼성증권,'016360,4
2019.11.20,메리츠종금증권,'008560,4
2019.11.20,삼성화재,'000810,4
2019.11.20,삼성생명,'032830,4
2019.11.20,동양생명,'082640,4
2019.11.20,롯데쇼핑,'023530,4
2019.11.20,태광,'023160,4
2019.11.20,쏠리드,'050890,4
2019.11.20,와이엠티,'251370,4
2019.11.18,농심,'004370,4
2019.11.18,NH투자증권,'005940,4
2019.11.18,키움증권,'039490,4
2019.11.18,와이솔,'122990,4
2019.11.18,한국테크놀로지그룹,'000240,4
2019.11.18,한라홀딩스,'060980,4
2019.11.18,비에이치,'090460,4
2019.11.18,넥센타이어,'002350,4
2019.11.29,아모레퍼시픽,'090430,4
2019.11.29,코엔텍,'029960,4
2019.11.29,코웰패션,'033290,4
2019.11.28,원익QnC,'074600,4
2019.11.28,한국철강,'104700,4
2019.11.28,SK머티리얼즈,'036490,4
2019.11.28,신한지주,'055550,4
2019.11.28,한글과컴퓨터,'030520,4
2019.11.27,덕산네오룩스,'213420,4
2019.11.27,셀트리온,'068270,4
2019.11.27,한솔케미칼,'014680,4
2019.11.27,현대차,'005380,4
2019.11.27,HSD엔진,'082740,4
2019.11.27,삼익악기,'002450,4
2019.11.26,동성화인텍,'033500,4
2019.11.26,케이엠더블유,'032500,4
2019.11.25,태영건설,'009410,4
2019.11.25,금호산업,'002990,4
2019.11.25,LG하우시스,'108670,4
2019.11.25,나무가,'190510,4
2019.11.22,동원F&amp;B,'049770,4
2019.11.22,테스,'095610,4
2019.11.22,덕산네오룩스,'213420,4
2019.11.22,파트론,'091700,4
2019.11.22,하이비젼시스템,'126700,4
2019.11.21,한국금융지주,'071050,4
2019.12.10,KB금융,'105560,4
2019.12.10,금호석유,'011780,4
2019.12.10,SK텔레콤,'017670,4
2019.12.10,오이솔루션,'138080,4
2019.12.06,풍산,'103140,4
2019.12.06,신세계,'004170,4
2019.12.05,일진머티리얼즈,'020150,4
2019.12.05,천보,'278280,4
2019.12.05,후성,'093370,4
2019.12.05,에코프로비엠,'247540,4
2019.12.05,미래에셋생명,'085620,4
2019.12.05,펄어비스,'263750,4
2019.12.05,현대차,'005380,4
2019.12.05,풍산,'103140,4
2019.12.04,하나금융지주,'086790,4
2019.12.04,삼성바이오로직스,'207940,4
2019.12.04,유한양행,'000100,4
2019.12.04,파라다이스,'034230,4
2019.12.04,금호석유,'011780,4
2019.12.04,한국비엔씨,'256840,4
2019.12.02,아톤,'158430,4
2019.12.02,대덕전자,'008060,4
2019.12.02,SK하이닉스,'000660,4
2019.12.02,코오롱인더,'120110,4
2019.11.29,포스코 ICT,'022100,4
2019.11.29,삼성에스디에스,'018260,4
2019.12.16,하이트진로,'000080,4
2019.12.16,휴켐스,'069260,4
2019.12.13,삼화콘덴서,'001820,4
2019.12.13,지엔씨에너지,'119850,4
2019.12.13,효성화학,'298000,4
2019.12.13,SKC,'011790,4
2019.12.13,네오크레마,'311390,4
2019.12.13,아이큐어,'175250,4
2019.12.13,유한양행,'000100,4
2019.12.13,HSD엔진,'082740,4
2019.12.12,CJ,'001040,4
2019.12.12,LG,'003550,4
2019.12.12,CJ제일제당,'097950,4
2019.12.12,HSD엔진,'082740,4
2019.12.11,한미반도체,'042700,4
2019.12.11,이녹스첨단소재,'272290,4
2019.12.11,디케이앤디,'263020,4
2019.12.11,삼성전기,'009150,4
2019.12.11,삼성전자,'005930,4
2019.12.11,한미약품,'128940,4
2019.12.11,맥쿼리인프라,'088980,4
2019.12.10,KT,'030200,4
2019.12.10,LG유플러스,'032640,4
2019.12.10,SK텔레콤,'017670,4
2019.12.10,키이스트,'054780,4
2019.12.10,이노메트리,'302430,4
2019.12.10,해성디에스,'195870,4
2019.12.30,스맥,'099440,4
2019.12.30,바이오로그디바이스,'208710,4
2019.12.30,키이스트,'054780,4
2019.12.30,한미약품,'128940,4
2019.12.24,원익IPS,'240810,4
2019.12.24,LG전자,'066570,4
2019.12.23,HSD엔진,'082740,4
2019.12.23,엔지스테크널러지,'208860,4
2019.12.20,코오롱인더,'120110,4
2019.12.19,LG이노텍,'011070,4
2019.12.18,LG생활건강,'051900,4
2019.12.18,SK하이닉스,'000660,4
2019.12.18,티앤알바이오팹,'246710,4
2019.12.17,LS,'006260,4
2019.12.17,한화,'000880,4
2019.12.17,KT&amp;G,'033780,4
2019.12.17,동성화인텍,'033500,4
2019.12.17,오스테오닉,'226400,4
2019.12.17,LG유플러스,'032640,4
2019.12.17,하이트진로,'000080,4
2020.01.06,액트로,'290740,4
2020.01.06,옵트론텍,'082210,4
2020.01.06,나무가,'190510,4
2020.01.06,메디톡스,'086900,4
2020.01.02,서진시스템,'178320,4
2020.01.02,슈피겐코리아,'192440,4
2020.01.02,코나아이,'052400,4
2020.01.02,쎄트렉아이,'099320,4
2020.01.02,JTC,'950170,4
2020.01.02,유니퀘스트,'077500,4
2020.01.02,텔레칩스,'054450,4
2020.01.02,천보,'278280,4
2020.01.02,일진머티리얼즈,'020150,4
2020.01.02,KG이니시스,'035600,4
2020.01.02,메가스터디교육,'215200,4
2020.01.02,디지털대성,'068930,4
2020.01.02,도이치모터스,'067990,4
2020.01.02,쏠리드,'050890,4
2020.01.02,지누스,'013890,4
2020.01.02,에이스테크,'088800,4
2020.01.02,팬엔터테인먼트,'068050,4
2020.01.02,이노메트리,'302430,4
2020.01.02,대보마그네틱,'290670,4
2020.01.02,APS홀딩스,'054620,4
2020.01.02,삼성전기,'009150,4
2020.01.02,엘앤씨바이오,'290650,4
2020.01.02,우리금융지주,'316140,4
2020.01.13,종근당,'185750,4
2020.01.09,파이오링크,'170790,4
2020.01.09,나무기술,'242040,4
2020.01.09,윈스,'136540,4
2020.01.09,본느,'226340,4
2020.01.09,이지웰페어,'090850,4
2020.01.09,케이아이엔엑스,'093320,4
2020.01.09,아모그린텍,'125210,4
2020.01.09,영우디에스피,'143540,4
2020.01.09,엘앤씨바이오,'290650,4
2020.01.09,NAVER,'035420,4
2020.01.09,POSCO,'005490,4
2020.01.09,파마리서치프로덕트,'214450,4
2020.01.09,RFHIC,'218410,4
2020.01.09,매일유업,'267980,4
2020.01.09,삼성전자,'005930,4
2020.01.09,앤디포스,'238090,4
2020.01.08,스튜디오드래곤,'253450,4
2020.01.08,NEW,'160550,4
2020.01.08,쇼박스,'086980,4
2020.01.08,한미약품,'128940,4
2020.01.07,엔씨소프트,'036570,4
2020.01.07,와이지엔터테인먼트,'122870,4
2020.01.07,한국콜마,'161890,4
2020.01.07,한샘,'009240,4
2020.01.07,기아차,'000270,4
2020.01.07,유한양행,'000100,4
2020.01.07,태광,'023160,4
2020.01.06,SNK,'950180,4
2020.01.06,엠씨넥스,'097520,4
2020.01.15,기아차,'000270,4
2020.01.15,고영,'098460,4
2020.01.15,현대글로비스,'086280,4
2020.01.15,팬오션,'028670,4
2020.01.15,제주항공,'089590,4
2020.01.15,대한항공,'003490,4
2020.01.15,CJ대한통운,'000120,4
2020.01.15,대우조선해양,'042660,4
2020.01.15,현대미포조선,'010620,4
2020.01.15,삼성중공업,'010140,4
2020.01.15,한국조선해양,'009540,4
2020.01.15,대웅제약,'069620,4
2020.01.15,유한양행,'000100,4
2020.01.15,기아차,'000270,4
2020.01.15,동아에스티,'170900,4
2020.01.15,엔씨소프트,'036570,4
2020.01.14,글로벌텍스프리,'204620,4
2020.01.14,대우조선해양,'042660,4
2020.01.14,한온시스템,'018880,4
2020.01.14,현대모비스,'012330,4
2020.01.14,삼성SDI,'006400,4
2020.01.14,SK텔레콤,'017670,4
2020.01.13,현대차,'005380,4
2020.01.13,기아차,'000270,4
2020.01.13,녹십자,'006280,4
2020.01.13,종근당,'185750,4
2020.01.13,에코마케팅,'230360,4
2020.01.13,JYP Ent.,'035900,4
2020.01.13,한화케미칼,'009830,4
2020.01.21,기업은행,'024110,4
2020.01.21,SK머티리얼즈,'036490,4
2020.01.21,두산솔루스,'336370,4
2020.01.20,DB손해보험,'005830,4
2020.01.20,한화솔루션,'009830,4
2020.01.20,제일기획,'030000,4
2020.01.20,이노션,'214320,4
2020.01.20,씨젠,'096530,4
2020.01.20,고려아연,'010130,4
2020.01.17,해성디에스,'195870,4
2020.01.17,SKC코오롱PI,'178920,4
2020.01.17,코리아센터,'290510,4
2020.01.17,LG화학,'051910,4
2020.01.16,아이큐어,'175250,4
2020.01.16,LG전자,'066570,4
2020.01.16,제일기획,'030000,4
2020.01.16,이노션,'214320,4
2020.01.16,연우,'115960,4
2020.01.16,쏠리드,'050890,4
2020.01.16,JB금융지주,'175330,4
2020.01.16,HSD엔진,'082740,4
2020.01.16,유바이오로직스,'206650,4
2020.01.15,현대제철,'004020,4
2020.01.15,삼성중공업,'010140,4
2020.01.15,제이콘텐트리,'036420,4
2020.01.31,NAVER,'035420,4
2020.01.30,한국가스공사,'036460,4
2020.01.30,한국전력,'015760,4
2020.01.30,삼성전기,'009150,4
2020.01.30,HSD엔진,'082740,4
2020.01.30,LG이노텍,'011070,4
2020.01.30,삼성전기,'009150,4
2020.01.30,현대위아,'011210,4
2020.01.30,현대제철,'004020,4
2020.01.30,KT&amp;G,'033780,4
2020.01.30,LG이노텍,'011070,4
2020.01.30,삼성전기,'009150,4
2020.01.30,오이솔루션,'138080,4
2020.01.29,제일기획,'030000,4
2020.01.29,동성화인텍,'033500,4
2020.01.21,덕산네오룩스,'213420,4
2020.01.21,KCC,'002380,4
2020.01.21,HSD엔진,'082740,4
2020.01.21,셀트리온,'068270,4
2020.01.21,한솔케미칼,'014680,4
2020.02.05,하나금융지주,'086790,4
2020.02.05,대우조선해양,'042660,4
2020.02.05,하나금융지주,'086790,4
2020.02.04,이노션,'214320,4
2020.02.04,삼성중공업,'010140,4
2020.02.04,이녹스첨단소재,'272290,4
2020.02.04,태영건설,'009410,4
2020.02.04,이노션,'214320,4
2020.02.04,LS산전,'010120,4
2020.02.03,SK하이닉스,'000660,4
2020.02.03,효성화학,'298000,4
2020.02.03,삼성카드,'029780,4
2020.02.03,SK하이닉스,'000660,4
2020.02.03,삼성카드,'029780,4
2020.02.03,종근당,'185750,4
2020.02.03,포스코케미칼,'003670,4
2020.02.03,LG디스플레이,'034220,4
2020.02.03,스카이라이프,'053210,4
2020.02.03,호텔신라,'008770,4
2020.01.31,NAVER,'035420,4
2020.01.31,대림산업,'000210,4
2020.01.31,현대모비스,'012330,4
2020.01.31,삼성SDI,'006400,4
2020.01.31,삼성전자,'005930,4
2020.01.31,LG전자,'066570,4
2020.01.31,삼성SDI,'006400,4
2020.01.31,삼성전자,'005930,4
2020.02.07,BNK금융지주,'138930,4
2020.02.07,KB금융,'105560,4
2020.02.07,모두투어,'080160,4
2020.02.07,DGB금융지주,'139130,4
2020.02.07,현대상사,'011760,4
2020.02.07,대한항공,'003490,4
2020.02.07,인텍플러스,'064290,4
2020.02.07,KB금융,'105560,4
2020.02.07,KB금융,'105560,4
2020.02.07,KT,'030200,4
2020.02.07,모두투어,'080160,4
2020.02.07,SK네트웍스,'001740,4
2020.02.07,하이트진로,'000080,4
2020.02.07,현대백화점,'069960,4
2020.02.06,만도,'204320,4
2020.02.06,현대일렉트릭,'267260,4
2020.02.06,오리온,'271560,4
2020.02.06,더블유게임즈,'192080,4
2020.02.06,티씨케이,'064760,4
2020.02.06,만도,'204320,4
2020.02.06,오리온,'271560,4
2020.02.06,신한지주,'055550,4
2020.02.06,SKC,'011790,4
2020.02.06,풍산,'103140,4
2020.02.06,신한지주,'055550,4
2020.02.06,오리온,'271560,4
2020.02.12,제이콘텐트리,'036420,4
2020.02.12,GKL,'114090,4
2020.02.12,한온시스템,'018880,4
2020.02.12,제이콘텐트리,'036420,4
2020.02.12,강원랜드,'035250,4
2020.02.12,SPC삼립,'005610,4
2020.02.12,제주항공,'089590,4
2020.02.12,테스나,'131970,4
2020.02.11,현대홈쇼핑,'057050,4
2020.02.11,한국금융지주,'071050,4
2020.02.11,하나투어,'039130,4
2020.02.11,애경산업,'018250,4
2020.02.11,하나투어,'039130,4
2020.02.11,기업은행,'024110,4
2020.02.11,CJ프레시웨이,'051500,4
2020.02.11,기업은행,'024110,4
2020.02.11,한솔케미칼,'014680,4
2020.02.11,에스원,'012750,4
2020.02.10,LG유플러스,'032640,4
2020.02.10,SK텔레콤,'017670,4
2020.02.10,롯데케미칼,'011170,4
2020.02.10,농심,'004370,4
2020.02.10,우리금융지주,'316140,4
2020.02.10,LG유플러스,'032640,4
2020.02.10,SK머티리얼즈,'036490,4
2020.02.10,SK텔레콤,'017670,4
2020.02.10,한미약품,'128940,4
2020.02.10,이오테크닉스,'039030,4
2020.02.10,우리금융지주,'316140,4
2020.02.17,코미코,'183300,4
2020.02.17,엘비세미콘,'061970,4
2020.02.17,동화기업,'025900,4
2020.02.17,SBI핀테크솔루션즈,'950110,4
2020.02.17,삼양식품,'003230,4
2020.02.14,스튜디오드래곤,'253450,4
2020.02.14,펄어비스,'263750,4
2020.02.14,CJ ENM,'035760,4
2020.02.14,카카오,'035720,4
2020.02.14,케이엠더블유,'032500,4
2020.02.14,KT&amp;G,'033780,4
2020.02.14,스튜디오드래곤,'253450,4
2020.02.13,엔씨소프트,'036570,4
2020.02.13,컴투스,'078340,4
2020.02.13,JB금융지주,'175330,4
2020.02.13,아프리카TV,'067160,4
2020.02.13,CJ제일제당,'097950,4
2020.02.13,엔씨소프트,'036570,4
2020.02.13,에스에프에이,'056190,4
2020.02.13,두산솔루스,'336370,4
2020.02.13,테스나,'131970,4
2020.02.13,CJ제일제당,'097950,4
2020.02.13,CJ제일제당,'097950,4
2020.02.13,엔씨소프트,'036570,4
2020.02.13,두산솔루스,'336370,4
2020.02.13,녹십자,'006280,4
2020.02.13,서울반도체,'046890,4
2020.02.12,LG하우시스,'108670,4
2020.02.12,GKL,'114090,4
2020.02.12,강원랜드,'035250,4
2020.02.20,지니틱스,'303030,4
2020.02.20,영우디에스피,'143540,4
2020.02.20,셀트리온,'068270,4
2020.02.20,덕산네오룩스,'213420,4
2020.02.20,셀트리온,'068270,4
2020.02.20,삼천리,'004690,4
2020.02.20,덕산네오룩스,'213420,4
2020.02.20,셀트리온,'068270,4
2020.02.19,삼성생명,'032830,4
2020.02.19,대우조선해양,'042660,4
2020.02.19,에코마케팅,'230360,4
2020.02.19,테크윙,'089030,4
2020.02.18,GKL,'114090,4
2020.02.18,강원랜드,'035250,4
2020.02.18,위닉스,'044340,4
2020.02.18,풍산,'103140,4
2020.02.18,파트론,'091700,4
2020.02.18,LG전자,'066570,4
2020.02.18,인탑스,'049070,4
2020.02.17,웅진코웨이,'021240,4
2020.02.27,파라다이스,'034230,4
2020.02.26,CJ제일제당,'097950,4
2020.02.26,SBS,'034120,4
2020.02.26,평화정공,'043370,4
2020.02.26,와이지엔터테인먼트,'122870,4
2020.02.25,아이씨디,'040910,4
2020.02.25,한국조선해양,'009540,4
2020.02.25,삼성카드,'029780,4
2020.02.25,원익IPS,'240810,4
2020.02.25,원익머트리얼즈,'104830,4
2020.02.24,와이솔,'122990,4
2020.02.24,DB하이텍,'000990,4
2020.02.24,한국조선해양,'009540,4
2020.02.24,한화에어로스페이스,'012450,4
2020.02.21,코스맥스,'192820,4
2020.02.21,한화생명,'088350,4
2020.02.21,코스맥스,'192820,4
2020.02.21,한화솔루션,'009830,4
2020.02.21,신세계푸드,'031440,4
2020.02.20,대동공업,'000490,4
2020.02.20,위니아딤채,'071460,4
2020.02.20,인선이엔티,'060150,4
2020.02.20,라파스,'214260,4
2020.03.04,HSD엔진,'082740,4
2020.03.04,일진머티리얼즈,'020150,4
2020.03.04,롯데케미칼,'011170,4
2020.03.04,CJ ENM,'035760,4
2020.03.04,LG이노텍,'011070,4
2020.03.04,NHN,'181710,4
2020.03.04,실리콘웍스,'108320,4
2020.03.03,한국조선해양,'009540,4
2020.03.03,해성디에스,'195870,4
2020.03.03,LG유플러스,'032640,4
2020.03.03,하이비젼시스템,'126700,4
2020.03.02,유한양행,'000100,4
2020.03.02,한국가스공사,'036460,4
2020.03.02,한국전력,'015760,4
2020.03.02,한국전력,'015760,4
2020.03.02,한국가스공사,'036460,4
2020.03.02,팬오션,'028670,4
2020.02.28,유한양행,'000100,4
2020.02.28,미래에셋생명,'085620,4
2020.02.28,윈스,'136540,4
2020.02.28,NAVER,'035420,4
2020.02.28,유한양행,'000100,4
2020.02.28,동성화인텍,'033500,4
2020.02.28,KT&amp;G,'033780,4
2020.02.28,KT&amp;G,'033780,4
2020.02.27,파라다이스,'034230,4
2020.02.27,CJ,'001040,4
2020.02.27,씨젠,'096530,4
2020.02.27,케이맥,'043290,4
2020.02.27,오션브릿지,'241790,4
2020.03.10,일진머티리얼즈,'020150,4
2020.03.10,한국전력,'015760,4
2020.03.10,다나와,'119860,4
2020.03.10,LG전자,'066570,4
2020.03.09,SKC코오롱PI,'178920,4
2020.03.09,한국조선해양,'009540,4
2020.03.09,셀트리온헬스케어,'091990,4
2020.03.09,다산네트웍스,'039560,4
2020.03.06,기업은행,'024110,4
2020.03.06,삼성카드,'029780,4
2020.03.06,LG화학,'051910,4
2020.03.06,SKC,'011790,4
2020.03.06,파트론,'091700,4
2020.03.05,엔씨소프트,'036570,4
2020.03.05,LG이노텍,'011070,4
2020.03.05,메디톡스,'086900,4
2020.03.05,AP시스템,'265520,4
2020.03.05,AP시스템,'265520,4
2020.03.05,이마트,'139480,4
2020.03.05,JYP Ent.,'035900,4
2020.03.05,SK하이닉스,'000660,4
2020.03.05,코나아이,'052400,4
2020.03.04,아모레퍼시픽,'090430,4
2020.03.04,코스맥스,'192820,4
2020.03.04,한국콜마,'161890,4
2020.03.04,LG생활건강,'051900,4
2020.03.17,두산솔루스,'336370,4
2020.03.17,도이치모터스,'067990,4
2020.03.17,녹십자,'006280,4
2020.03.17,삼성카드,'029780,4
2020.03.17,오이솔루션,'138080,4
2020.03.12,동화기업,'025900,4
2020.03.12,리노공업,'058470,4
2020.03.12,금호석유,'011780,4
2020.03.12,휴켐스,'069260,4
2020.03.12,삼성전기,'009150,4
2020.03.11,삼성전기,'009150,4
2020.03.11,마크로젠,'038290,4
2020.03.11,더블유게임즈,'192080,4
2020.03.11,실리콘웍스,'108320,4
2020.03.11,신세계,'004170,4
2020.03.10,신세계,'004170,4
2020.03.10,이마트,'139480,4
2020.03.10,호텔신라,'008770,4
2020.03.10,삼성물산,'028260,4
2020.03.10,금화피에스시,'036190,4
2020.03.10,대우조선해양,'042660,4
2020.03.27,농심,'004370,4
2020.03.27,종근당,'185750,4
2020.03.27,만도,'204320,4
2020.03.27,NHN한국사이버결제,'060250,4
2020.03.26,한온시스템,'018880,4
2020.03.26,브이티지엠피,'018290,4
2020.03.26,삼성전자,'005930,4
2020.03.25,메디톡스,'086900,4
2020.03.25,POSCO,'005490,4
2020.03.25,현대제철,'004020,4
2020.03.25,LG이노텍,'011070,4
2020.03.25,롯데케미칼,'011170,4
2020.03.20,POSCO,'005490,4
2020.03.20,티씨케이,'064760,4
2020.03.19,유바이오로직스,'206650,4
2020.03.19,제이콘텐트리,'036420,4
2020.03.19,케이엠더블유,'032500,4
2020.03.19,LG디스플레이,'034220,4
2020.03.18,SBS콘텐츠허브,'046140,4
2020.03.18,원익머트리얼즈,'104830,4
2020.03.18,HSD엔진,'082740,4
2020.04.06,이엔에프테크놀로지,'102710,4
